row_number,brand_name,normalized_brand_name,source_file,chunk_id,chunk_index,start_line,end_line,heading,match_type,chunk_text
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0008,8,94,98,## CLINICAL POLICY Y Biologic DMARDs,nearby_context,"<!-- image -->

<!-- image -->"
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0012,12,143,144,## CLINICAL POLICY Y Biologic DMARDs,nearby_context,## CLINICAL POLICY Y Biologic DMARDs
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0013,13,145,150,## Policy/Criteria,matched:Tysabri,"## Policy/Criteria

Provider must submit documentation (such as office chart notes, lab results or other clinical information) supporting that member has met all approval criteria.

It is the policy of health plans affiliated with Centene Corporation ® that Abrilada, Actemra, adalimumab -aacf, adalimumab -aaty, adalimumab-adaz, adalimumab-adbm, adalimumab-bwwd, adalimumab-fkjp, adalimumab-ryvk, Amjevita, Avsola, Bimzelx, Cimzia, Cosentyx, Cyltezo, Enbrel, Entyvio, Hadlima, Hulio, Humira, Hyrimoz, Idacio, Ilumya, Imuldosa, Inflectra, Kevzara, Kineret, Olumiant, Omvoh, Orencia, Otezla, Otulfi, Pyzchiva, Remicade/unbranded Remicade, Renflexis, Rinvoq, Rinvoq LQ, Selarsdi, Siliq, Simlandi, Simponi, Simponi Aria, Skyrizi, Sotyktu, Stelara, Steqeyma, Taltz, Tofidence, Tremfya, Tyenne, Tyruko, Tysabri, Velsipity, Wezlana, Xeljanz, Xeljanz XR, Yesintek, Yuflyma, Yusimry, Zeposia, and Zymfentra are medically necessary when the following criteria are met:"
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0014,14,151,165,## I. Initial Approval Criteria,nearby_context,"## I. Initial Approval Criteria

- A. Atopic Dermatitis (must meet all):
1. Diagnosis of atopic dermatitis affecting one of the following (a or b):
- a. At least 10% of the member's body surface area (BSA);
- b. Hands, feet, face, neck, scalp, genitals/groin, and/or intertriginous areas;
2. Request is for Rinvoq;
3. Prescribed by or in consultation with a dermatologist or allergist;
4. Age ≥ 12 years;
5. Failure of both of the following (a and b), unless contraindicated or clinically significant adverse effects are experienced:
- a. One formulary medium to very high potency topical corticosteroid used for ≥ 2 weeks;
- b. One non-steroidal topical therapy* used for ≥ 4 weeks: topical calcineurin inhibitor (e.g., tacrolimus 0.03% ointment, pimecrolimus 1% cream) or Eucrisa ® ; *These agents may require prior authorization
6. Rinvoq is not prescribed concurrently with another biologic medication (e.g., Adbry ® , Dupixent ® ) or JAK inhibitors (e.g., Olumiant ® , Cibinqo ® , Opzelura ™ ) (see Section III: Diagnoses/Indications for which coverage is NOT authorized);
7. Dose does not exceed maximum dose* indicated in Section V. * Maximum dose escalation allowed per prescriber information with documentation of inadequate response."
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0023,23,244,255,## CLINICAL POLICY Y Biologic DMARDs,nearby_context,"## CLINICAL POLICY Y Biologic DMARDs

<!-- image -->

6. Member does not have combination use of biological disease-modifying antirheumatic drugs or JAK inhibitors (see Section III: Diagnoses/Indications for which coverage is NOT authorized);
7. Request meets one of the following (a or b):*
- a. Dose does not exceed 8 mg/kg per infusion every 2 weeks;
- b. Dose is supported by practice guidelines or peer-reviewed literature for the relevant offflabel use (prescriber must submit supporting evidence).
5. *Prescribed regimen must be FDA-approved or recommended by NCCN

Approval duration: 6 months"
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0024,24,256,268,## E. Crohn's Disease (must meet all):,matched:Tysabri;nearby_context,"## E. Crohn's Disease (must meet all):

1. Diagnosis of CD;
2. Request is for one of the following: Abrilada, adalimumab-aacf, adalimumab-aaty, adalimumab -adaz, adalimumab-adbm, adalimumab -bwwd, adalimumab-fkjp, adalimumab-ryvk, Amjevita, Avsola, Cyltezo, Cimzia, Entyvio, Hadlima, Hulio, Humira, Hyrimoz, Idacio, Imuldosa, Inflectra, Otulfi, Pyzchiva, Remicade/unbranded Remicade, Renflexis, Rinvoq, Selarsdi, Simlandi, Skyrizi, Stelara, Steqeyma, Tyruko, Tysabri, Wezlana, Yesintek, Yuflyma, Yusimry, or Zymfentra;
3. Prescribed by or in consultation with a gastroenterologist;
4. Member meets one of the following (a or b):
- a. For Abrilada, adalimumab -aacf, adalimumab -aaty, adalimumab-adaz, adalimumab-adbm, adalimumab-bwwd, adalimumab-fkjp, adalimumab-ryvk, Amjevita, Avsola, Cyltezo, Hadlima, Hulio, Humira, Hyrimoz, Idacio, Inflectra,Remicade/unbranded Remicade, Renflexis , Simlandi, Yuflyma, Yusimry: age ≥ 6 years;
- b. For Cimzia, Entyvio, Imuldosa, Otulfi, Pyzchiva, Rinvoq, Selarsdi, Skyrizi, Stelara, Steqeyma, Tyruko, Tysabri, Wezlana, Yesintek, Zymfentra: age ≥ 18 years;
5. If request is for Abrilada, adalimumab-aacf, adalimumab-aaty, adalimumab-adaz, adalimumab-adbm, adalimumab-bwwd, adalimumab-fkjp, adalimumab-ryvk, Amjevita, Hadlima, Hulio, Hyrimoz, Idacio, Simlandi, or Yusimry, member must use ALL of the following, unless clinically significant adverse effects are experienced or all are contraindicated: Humira, Cyltezo (NDC 0597-0375-97, 0597-0375-23, 05970375-16, 0597-0400-89, 0597-0405-80, 0597-0370-82, 0597-0495-40, 0597-0495-50, 0597-0495-60, 0597-0485-20), and Yuflyma (NDC 72606-030-09, 72606-030-10, 72606-023-04, 72606-023-07, 72606-024-01, 72606-030-06);
6. Member meets one of the following (a or b):
- a. Failure of a ≥ 3 consecutive month trial of at least ONE immunomodulator (e.g., azathioprine, 6-mercaptopurine [6-MP], methotrexate [MTX]) at up to maximally indicated doses, unless clinically significant adverse effects are experienced or all are contraindicated;
- b. Medical justification supports inability to use immunomodulators (see Appendix E);"
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0025,25,269,295,## CLINICAL POLICY Biologic DMARDs,matched:Tysabri;nearby_context,"## CLINICAL POLICY Biologic DMARDs

<!-- image -->

7. For Cimzia, Entyvio , Tyruko, or Tysabri: Failure of ALL of the following, each used for ≥ 3 consecutive months, unless clinically significant adverse effects are experienced or all are contraindicated (a, b, and c, see Appendix D):
- a. ONE of the following adalimumab products , unless the member has had a history of failure of two TNF blockers and request is not for another TNF blocker: Humira, Cyltezo (NDC 0597-0375-97 , 0597 -0375 -23 , 0597 -0375 -16 , 0597 -0400 -89 , 0597 -0405 -80 , 0597 -0370 -82, 0597-0495-40, 0597-0495-50, 05970495 -60, 0597-0485-20), or Yuflyma (NDC 72606-030-09 , 72606 -030 -10 , 72606 -023 -04 , 72606 -023 -07 , 72606 -024 -01 , 72606 -030 -06);
- b. Skyrizi;
- c. Stelara;
8. For Imuldosa, Otulfi, Selarsdi, Steqeyma, Pyzchiva , Wezlana, or Yesintek: Member meets BOTH of the following, used for ≥ 3 consecutive months, unless clinically significant adverse effects are experienced or all are contraindicated (a and b):
- a. Must use Stelara;
- b. Failure of both of the following (i and ii):
- i. ONE of the following adalimumab products, unless the member has had a history of failure of two TNF blockers and request is not for another TNF blocker: Humira, Cyltezo (NDC 0597-0375-97 , 0597 -0375 -23 , 0597 -0375 -16 , 0597 -0400 -89 , 0597 -0405 -80 , 0597 -0370 -82, 0597-0495-40, 0597-049550, 0597-0495-60, 0597-0485-20), or Yuflyma (NDC 72606-030-09 , 72606 -030 -10 , 72606 -023 -04 , 72606 -023 -07 , 72606 -024 -01 , 72606 -030 -06);
- ii. Skyrizi;
9. For Skyrizi: Quantity does not exceed one single dose vial or pre-filled cartridge per dose;
10. For Remicade, member must use ALL of the following, unless clinically significant adverse effects are experienced or all are contraindicated (a, b, and c):
- a. Inflectra and Renflexis;
- b. If member has failed Inflectra and Renflexis, then member must use Avsola;
- c. If member has failed Inflectra, Renflexis, and Avsola, then member must use unbranded Remicade;
11. For unbranded Remicade, member must use ALL of the following, unless clinically significant adverse effects are experienced or all are contraindicated (a and b):
- a. Inflectra and Renflexis;
- b. If member has failed Inflectra and Renflexis, then member must use Avsola;
12. For Avsola, member must use BOTH of the following, unless clinically significant adverse effects are experienced or both are contraindicated: Inflectra and Renflexis;
13. For Zymfentra, provider attestation that member meets all of the following (a, b, and c , s see Appendix D):
- a. Has received three IV induction doses of an infliximab product prior to initiation;
- b. Member is responding positively to an IV infliximab product;
- c. Member is unable to receive continued therapy with IV infliximab due to lack of caregiver or support system for assistance with administration and/or inadequate access to healthcare facility or home care interventions and/or lack of transportation to healthcare facility;"
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0026,26,296,307,## CLINICAL POLICY Biologic DMARDs,nearby_context,"## CLINICAL POLICY Biologic DMARDs

<!-- image -->

14. For Rinvoq*: Member has not responded or is intolerant to one or more TNF blockers;
* Prior authorization may be required for TNF blockers
15. Member does not have combination use of biological disease-modifying antirheumatic drugs or JAK inhibitors (see Section III: Diagnoses/Indications for which coverage is NOT authorized);
16. Dose does not exceed maximum dose* indicated in Section V .
5. *For Avsola, Inflectra, Remicade/unbranded Remicade, Renflexis, maximum dose escalation allowed per prescriber information with documentation of inadequate response.

Approval duration: 6 months"
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0060,60,838,839,## Approval duration: Not applicable,nearby_context,## Approval duration: Not applicable
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0061,61,840,843,## X. Multiple Sclerosis:,matched:Tysabri,"## X. Multiple Sclerosis:

1. For Tyruko, Tysabri or Zeposia requests, refer to Tyruko, Tysabri or Zeposia MS criteria, respectively ."
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0062,62,844,849,## Y. Alopecia Areata:,nearby_context,"## Y. Alopecia Areata:

1. Use of Olumiant for the treatment of alopecia areata is a benefit exclusion and will not be authorized because it is considered cosmetic in nature .

Approval duration: Not applicable"
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0067,67,879,884,## B. Kawasaki Disease (off-label) (must meet all):,nearby_context,"## B. Kawasaki Disease (off-label) (must meet all):

1. Re -authorization for infliximab is not permitted. Members must meet the initial approval criteria.

Approval duration: Not applicable"
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0068,68,885,888,## C. Multiple Sclerosis:,matched:Tysabri,"## C. Multiple Sclerosis:

1. For Tyruko, Tysabri or Zeposia requests, refer to Tyruko, Tysabri or Zeposia MS criteria, respectively."
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0069,69,889,894,## D. Alopecia Areata:,nearby_context,"## D. Alopecia Areata:

1. Use of Olumiant for the treatment of alopecia areata is a benefit exclusion and will not be authorized because it is considered cosmetic in nature .

Approval duration: Not applicable"
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0095,95,1187,1189,## CLINICAL POLICY Y Biologic DMARDs,nearby_context,<!-- image -->
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0096,96,1190,1196,## CLINICAL POLICY Y Biologic DMARDs,matched:Tysabri,"| Drug Name  Pyzchiva,  Selarsdi, Steqeyma,                                                       | Contraindication(s)                                                                        | Boxed Warning(s)                  |
|-------------------------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------|-----------------------------------|
| Taltz                                                                                           | None reported                                                                              | Previous serious hypersensitivity |
|                                                                                                 | None reported                                                                              | Tremfya                           |
| None reported  ,  •  Patients who have or have had  progressive multifocal  leukoencephalopathy | •  Progressive multifocal  leukoencephalopathy                                             | Tysabri Tyruko                    |
| patient has a functioning  pacemaker None reported                                              | • Serious infections •  Mortality  •  Malignancies •  Major adverse cardiovascular  events | Xeljanz/ Xeljanz XR               |
| Zeposia                                                                                         | •  Thrombosis • History of any of the following in  None reported                          |                                   |"
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0097,97,1197,1201,## CLINICAL POLICY Y Biologic DMARDs,nearby_context,"<!-- image -->

<!-- image -->"
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0172,172,1607,1610,## CLINICAL POLICY Y Biologic DMARDs,nearby_context,"## CLINICAL POLICY Y Biologic DMARDs

<!-- image -->"
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0173,173,1611,1624,## CLINICAL POLICY Y Biologic DMARDs,matched:Tysabri,"| Drug Name                         | Indication                  | Dosing Regimen *  *M *Maximum dose escalation allowed per prescriber  information with documentation of inadequate  response                                   | Maximum  Dose                               |
|-----------------------------------|-----------------------------|----------------------------------------------------------------------------------------------------------------------------------------------------------------|---------------------------------------------|
|                                   |                             | Maintenance dose:  80 mg SC every 4 weeks                                                                                                                      |                                             |
|                                   | nr-axSpA                    | 80 mg SC every 4 weeks                                                                                                                                         | 80 mg every  4 weeks                        |
| Mirikizumab  mrkz (Omvoh)                                   | UC                          | Induction dose: 300 mg IV at Weeks 0, 4, and 8  Maintenance dose:                                                                                              | 200 mg/4  weeks (after  loading  doses)     |
| Natalizumab  (Tysabri) and  its biosimilar  natalizumab                                    | MS, CD                      | 200 mg SC at Week 12, and every 4 weeks 300 mg IV every 4 weeks                                                                                                | 300 mg/4  weeks                             |
| sztn (Tyruko) Ozanimod  (Zeposia) | MS, UC                      | Days 1-4: 0.23 mg PO QD Days 5-7: 0.46 mg PO QD  Day 8 and thereafter: 0.92 mg PO QD                                                                           | 0.92 mg/day                                 |
| Risankizumab  rzaa (Skyrizi)                                   | PsO, PsA                    | 150 mg SC at weeks 0, 4, and every 12  weeks thereafter                                                                                                        | 150 mg/12  weeks                            |
|                                   | CD                          | Induction: 600 mg IV at Week 0, Week 4  and Week 8                                                                                                             | IV: 600  mg/dose                            |
|                                   |                             | Maintenance: 180 mg or 360 mg SC at Week  12 and every 8 weeks thereafter                                                                                      | SC: 360 mg  every 8                         |
|                                   | UC                          | Induction: 1,200 mg IV at Week 0, Week 4  and Week 8                                                                                                           | IV: 1,200  mg/dose                          |
| Sarilumab  (Kevzara)              | RA, PMR ,  pJIA             | 200 mg SC once every two weeks                                                                                                                                 | 200 mg/2  weeks                             |
| Secukinumab  (Cosentyx)           | PsO (with  or without  PsA) | Adults: 300 mg SC at weeks 0, 1, 2, 3, and 4,  followed by 300 mg SC every 4 weeks. (for  some patients, a dose of 150 mg may be  acceptable)                  | Adults: 300  mg every 4  weeks              |
|                                   |                             | Pediatric patients age 6 to 17 years and  weight < 50 kg (PsO only): 75 mg SC at  weeks 0, 1, 2, 3 and 4, followed by  maintenance dose of 75 mg every 4 weeks | Pediatric  patients: 150  mg every 4  weeks |"
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0174,174,1625,1627,## CLINICAL POLICY Y Biologic DMARDs,nearby_context,<!-- image -->
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0196,196,1752,1755,## CLINICAL POLICY Y Biologic DMARDs,nearby_context,"## CLINICAL POLICY Y Biologic DMARDs

<!-- image -->"
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0197,197,1756,1774,## CLINICAL POLICY Y Biologic DMARDs,matched:Tysabri,"| Drug Name                      | Availability  Single-dose prefilled pen (for subcutaneous use): 100 mg/mL                                                                                                                            |
|--------------------------------|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| Natalizumab - sztn  (Tyruko)   | Single-dose prefilled syringe (for subcutaneous use): 100 mg/mL Single-dose vial: 300 mg/15 mL                                                                                                       |
| Natalizumab - sztn  (Tyruko)   | Single-dose vial: 300 mg/15 mL                                                                                                                                                                       |
| Natalizumab (Tysabri)          | Single-use vial: 300 mg/15 mL                                                                                                                                                                        |
| Ozanimod (Zeposia)             | Oral capsules: 0.23 mg, 0.46 mg, 0.92 mg                                                                                                                                                             |
| Risankizumab - rzaa  (Skyrizi) | Subcutaneous injection Single-dose prefilled syringe: 90 mg/mL, 150 mg/mL  Single-dose prefilled pen: 150 mg/mL  Single-dose prefilled cartridge: 180 mg/1.2 mL, 360 mg/2.4 mL  Intravenous infusion |
| Sarilumab (Kevzara)            | Single-dose prefilled syringes/pens: 150 mg/1.14 mL, 200 mg/1.14  mL                                                                                                                                 |
| Secukinumab  (Cosentyx)        | Single-dose UnoReady pen: 300 mg/2 mL Single-dose Sensoready ®  pen: 150 mg/mL  Single-dose prefilled syringe: 75 mg/0.5 mL, 150 mg/mL, 300 mg/2  mL                                                 |
| Tildrakizumab - asmn  (Ilumya) | Single-dose prefilled syringe: 100 mg/1 mL                                                                                                                                                           |
| Tocilizumab  (Actemra)         | Single-use vial: 80 mg/4 mL, 200 mg/10 mL, 400 mg/20 mL Single-dose prefilled syringe: 162 mg/0.9 mL  Single-dose prefilled autoinjector: 162 mg/0.9 mL                                              |
| Tocilizumab - aazg  (Tyenne)   | Single-use vial: 80 mg/4 mL, 200 mg/10 mL, 400 mg/20 mL Single-dose prefilled syringe: 162 mg/0.9 mL  Single-dose prefilled autoinjector: 162 mg/0.9 mL                                              |
| Tocilizumab - bavi             | Single-dose vial: 80 mg/4 mL, 200 mg/10 mL, 400 mg/20 mL                                                                                                                                             |
| (Tofidence)                    |                                                                                                                                                                                                      |
| Tofacitinib (Xeljanz)          | Tablets: 5 mg, 10 mg Oral solution: 1 mg/mL                                                                                                                                                          |
| Tofacitinib extended  release (Xeljanz XR)                                | Tablets: 11 mg, 22 mg                                                                                                                                                                                |
| Upadacitinib (Rinvoq)          | Tablets, extended-release: 15 mg, 30 mg, 45 mg                                                                                                                                                       |
| Upadacitinib (Rinvoq  LQ)      | Oral solution: 1 mg/mL                                                                                                                                                                               |
| Ustekinumab (Stelara)          | Single-use prefilled syringe: 45 mg/0.5 mL ,  90 mg/mL Single-dose vial for SC: 45 mg/0.5 mL  Single-dose vial for IV: 130 mg/26 mL (5 mg/mL)                                                        |"
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0198,198,1775,1775,## CLINICAL POLICY Y Biologic DMARDs,nearby_context,
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0205,205,1818,1836,## CLINICAL POLICY Y Biologic DMARDs,nearby_context,"## CLINICAL POLICY Y Biologic DMARDs

<!-- image -->

18. Inflectra Prescribing Information. Lake Forest, IL: Hospira, a Pfizer Company; June 2021. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2021/125544s018lbl.pdf. Accessed January 31, 2024.
19. Kevzara Prescribing Information. Bridgewater, NJ: Sanofi-Aventis U.S. LLC; June 2024. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2024/761037s015lbl.pdf. Accessed June 24, 2024.
20. Kineret Prescribing Information. Stockholm, Sweden: Swedish Orphan Biovitrum AB; December 2020. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2020/103950s5189lbl.pdf. Accessed January 30, 2024.
21. Olumiant Prescribing Information. Indianapolis, IN: Eli Lilly and Company; June 2022. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2021/207924s004lbl.pdf. Accessed February 8, 2024.
22. Omvoh Prescribing Information. Indianapolis, IN; Eli Lilly and Company; April 2024. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2024/761279s001lbl.pdf. Accessed May 13, 2024.
23. Orencia Prescribing Information. Princeton, NJ: Bristol-Meyers Squibb Company; October 2023. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2023/125118s250lbl.pdf. Accessed January 18, 2024.
24. Otezla Prescribing Information. Summit, NJ: Celgene Corporation; April 2024. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2024/205437Orig1s013\_Corrected\_lb l.pdf. Accessed May 6, 2024.
25. Otulfi Prescribing Information. Lake Zurich, IL: Fresenius Kabi; September 2024. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2024/761379s001lbl.pdf. Accessed October 3, 2024.
26. Pyzchiva Prescribing Information. Incheon, Republic of Korea: Samsung Bioepis Co; December 2024. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2024/761373s002,761425s002lbl.pdf. Accessed January 6, 2025.
27. Remicade Prescribing Information. Horsham, PA: Janssen Biotech, Inc.; October 2021. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2021/103772s5401lbl.pdf. Accessed January 31, 2024.
28. Renflexis Prescribing Information. Kenilworth, NJ: Merck &amp; Co; December 2023 . Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2023/761054s021lbl.pdf. Accessed January 31, 2024.
29. Rinvoq/Rinvoq LQ Prescribing Information. North Chicago, IL: AbbVie Inc.; April 2024. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2024/218347s000lbl.pdf. Accessed May 10, 2024.
30. Selarsdi Prescribing Information. Leesburg, VA: Alvotech USA Inc; October 2024. Available at:
14. https://www.accessdata.fda.gov/drugsatfda\_docs/label/2024/761343s001s003lbl.pdf. Accessed November 4, 2024."
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0206,206,1837,1857,## CLINICAL POLICY Y Biologic DMARDs,matched:Tysabri,"## CLINICAL POLICY Y Biologic DMARDs

<!-- image -->

31. Siliq Prescribing Information. Bridgewater, NJ: Valeant Pharmaceuticals North America LLC; April 2020. Available at: https://www.bauschhealth.com/Portals/25/Pdf/PI/Siliq-pi.pdf. Accessed February 7, 2024.
32. Simlandi Prescribing Information. Parsippany, NJ. Teva Pharmaceuticals.; June 2024. Available at: https://www.simlandihcp.com/globalassets/simlandi/prescribinginformation.pdf. Accessed August 13, 2024.
33. Simponi Prescribing Information. Horsham, PA; Janssen Biotech; September 2019. Available at https://www.accessdata.fda.gov/drugsatfda\_docs/label/2019/125289s146lbl.pdf. Accessed January 31, 2024.
34. Simponi Aria Prescribing Information. Horsham, PA; Janssen Biotech; February 2021. Available at https://www.accessdata.fda.gov/drugsatfda\_docs/label/2021/125433s032lbl.pdf. Accessed January 31, 2024.
35. Skyrizi Prescribing Information. North Chicago, IL: Abbvie Inc. June 2024. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2024/761105s029,761262s007lbl.pdf. Accessed June 25, 2024.
36. Sotyktu. Prescribing Information. Princeton, NJ: Bristol-Myers Squibb Company; September 2022. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2022/214958s000lbl.pdf. Accessed
7. February 8, 2024.
37. Stelara Prescribing Information. Horsham, PA: Janssen Biotech; March 2023. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2023/125261s158lbl.pdf. Accessed February 1, 2024.
38. Steqeyma Prescriber Information. Incheon, Republic of Korea. Celltrion Inc.; December 2024. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2024/761338s000lbl.pdf. Accessed January 7, 2025.
39. Taltz Prescribing Information. Indianapolis, IN: Eli Lilly and Company; February 2024. Available at: https://uspl.lilly.com/taltz/taltz.html#s11 . Accessed August 15, 2024.
40. Tofidence Prescribing Information. Cambridge, MA: Biogen MA Inc; July 2024. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2024/761354s002lbl.pdf. Accessed August 13, 2024.
41. Tyenne Prescribing Information. Lake Zurich, IL: Fresenius Kabi USA, LLC; March 2024. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2024/761275Orig1s000Correctedlbl.p df. Accessed March 19, 2024.
42. Tremfya Prescribing Information. Horsham, PA: Janssen Biotech, Inc.; September 2024. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2024/761061s021lbl.pdf. Accessed September 19, 2024.
43. Tyruko Prescribing Information. Princeton, NJ: Sandoz Inc; August 2023. Available at https://www.accessdata.fda.gov/drugsatfda\_docs/label/2023/761322s000lblcorrection.pdf. Accessed February 15, 2024.
44. Tysabri Prescribing Information. Cambridge, MA: Biogen Inc; October 2023. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2023/125104Orig1s980lbl.pdf. Accessed February 15, 2024.
45. Velsipity Prescribing Information. New York, NY: Pfizer Inc.; October 2023. Available at: https://labeling.pfizer.com/ShowLabeling.aspx?id=19776. Accessed February 8, 2024."
281,Tysabri,Tysabri,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0207,207,1858,1870,## CLINICAL POLICY Y Biologic DMARDs,nearby_context,"## CLINICAL POLICY Y Biologic DMARDs

<!-- image -->

46. Wezlana Prescribing Information. Thousand Oaks, California: Amgen Inc.; December 2024. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2024/761285s001,761331s001lbl.pdf. Accessed January 6, 2025.
47. Xeljanz/Xeljanz XR Prescribing Information. New York, NY: Pfizer Labs; December 2021. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2021/203214s028,208246s013,21308 2s003lbl.pdf. Accessed February 7, 2024.
48. Yesintek Prescribing Information. Cambridge, MA. Biocon Biologics Inc; November 2024. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2024/761406s000lbl.pdf. Accessed December 16, 2024.
49. Yuflyma Prescribing Information. Incheon, Republic of Korea. Celltrion, Inc.; December 2023. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2023/761219s006s007s008lbl.pdf. Accessed February 8, 2024.
50. Yusimry Prescribing Information. Redwood City, CA. Coherus BioSciences, Inc.; September 2023. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2023/761216s004lbl.pdf. Accessed February 8, 2024.
51. Zeposia Prescribing Information. Summit, NJ: Celgene Corporation; September 2022. Available at: https://www.accessdata.fda.gov/drugsatfda\_docs/label/2022/209899s005lbl.pdf. Accessed February 15, 2024.
52. Zymfentra Prescribing Information. Incheon, Republic of Korea: Celltrion, Inc; October 2023. Available at:
8. https://www.accessdata.fda.gov/drugsatfda\_docs/label/2023/761358s000lbl.pdf. Accessed January 31, 2024."
282,UBRELVY,UBRELVY,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0301,301,5956,5956,## Exclusion Criteria Required Medical Information,nearby_context,
